symbol,timeframe,source_path,row_count,start_timestamp,end_timestamp,days_covered,missing_timestamp_count,duplicate_timestamp_count,has_ohlcv,has_spread_proxy,has_cost_proxy,has_regime_label,usable_for_scalp,usable_for_swing,verdict,notes,columns,size_mb,has_derivatives,issues
XRPUSDT,1h,/teamspace/studios/this_studio/v7-engine/data/raw/XRPUSDT/XRPUSDT_1h.parquet,39287,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data/raw;derivatives=False,"timestamp,open,high,low,close,volume,symbol",1.03,False,NONE
XRPUSDT,1h,/teamspace/studios/this_studio/v7-engine/data/raw/XRPUSDT/XRPUSDT_1h_with_derivatives.parquet,39287,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data/raw;derivatives=True,"timestamp,open,high,low,close,volume,funding_rate,open_interest,premium_index,symbol",1.07,True,NONE
YFIUSDT,1h,/teamspace/studios/this_studio/v7-engine/data/raw/YFIUSDT/YFIUSDT_1h.parquet,39287,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data/raw;derivatives=False,"timestamp,open,high,low,close,volume,symbol",0.85,False,NONE
ZECUSDT,1h,/teamspace/studios/this_studio/v7-engine/data/raw/ZECUSDT/ZECUSDT_1h.parquet,39287,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data/raw;derivatives=False,"timestamp,open,high,low,close,volume,symbol",1.01,False,NONE
ZILUSDT,1h,/teamspace/studios/this_studio/v7-engine/data/raw/ZILUSDT/ZILUSDT_1h.parquet,39287,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data/raw;derivatives=False,"timestamp,open,high,low,close,volume,symbol",0.9,False,NONE
ZRXUSDT,1h,/teamspace/studios/this_studio/v7-engine/data/raw/ZRXUSDT/ZRXUSDT_1h.parquet,39408,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data/raw;derivatives=False,"timestamp,open,high,low,close,volume,symbol",0.89,False,NONE
BNBUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/BNBUSDT/BNBUSDT_1h.parquet,39408,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,symbol",1.11,False,NONE
BNBUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/BNBUSDT/BNBUSDT_1h_combined.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,interval",1.97,False,NONE
BNBUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/BNBUSDT/BNBUSDT_1h_with_derivatives.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=True,"timestamp,open,high,low,close,volume,funding_rate,open_interest,premium_index,symbol",0.76,True,NONE
BTCUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/BTCUSDT/BTCUSDT_1h.parquet,39408,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,symbol",1.38,False,NONE
BTCUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/BTCUSDT/BTCUSDT_1h_combined.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,interval",2.23,False,NONE
BTCUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/BTCUSDT/BTCUSDT_1h_with_derivatives.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=True,"timestamp,open,high,low,close,volume,funding_rate,open_interest,premium_index,symbol",1.17,True,NONE
ETHUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/ETHUSDT/ETHUSDT_1h.parquet,39408,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,symbol",1.32,False,NONE
ETHUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/ETHUSDT/ETHUSDT_1h_combined.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,interval",2.19,False,NONE
ETHUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/ETHUSDT/ETHUSDT_1h_with_derivatives.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=True,"timestamp,open,high,low,close,volume,funding_rate,open_interest,premium_index,symbol",0.96,True,NONE
SOLUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/SOLUSDT/SOLUSDT_1h.parquet,39287,2022-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1641,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,symbol",1.07,False,NONE
SOLUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/SOLUSDT/SOLUSDT_1h_combined.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=False,"timestamp,open,high,low,close,volume,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,interval",2.0,False,NONE
SOLUSDT,1h,/teamspace/studios/this_studio/v7-engine/data_lake/raw/binance/um/klines/SOLUSDT/SOLUSDT_1h_with_derivatives.parquet,30648,2023-01-01 00:00:00+00:00,2026-06-30 23:00:00+00:00,1276,N/A,N/A,True,NO,NO,NO,YES,YES,COVERAGE_PASS,source=data_lake;derivatives=True,"timestamp,open,high,low,close,volume,funding_rate,open_interest,premium_index,symbol",0.82,True,NONE
